id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_and_flagrate,categories
130,60014-000 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
131,6002 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
132,60020 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
133,60030 Payroll Taxes,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.9628779175583333,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":0.64,""confidence"":0,""created_on"":""2026-05-20T13:56:14Z"",""closing_month"":""03-2026""},{""value"":0.64,""confidence"":0,""created_on"":""2026-05-20T14:57:45Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""11-2025"":2211.45},{""12-2025"":2974.76},{""01-2026"":5383.17},{""02-2026"":2359.73},{""03-2026"":2401.57},{""10-2025"":2543.11}],""avg_absdelta"":0.37,""coefficient_of_variation"":0.77}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
134,6007 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
135,6022 Employee PR - Taxes,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
136,6022 Employee Taxes,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
137,6023 Payroll Tax Expense,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
138,6102 Employee PR - Taxes,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
139,6120 Employee PR - Taxes,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
140,6354 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
141,6402 Employee Taxes,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
142,6452 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
143,65102-000 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
144,6703 Payroll Taxes,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_taxes
145,62000 Business Licenses and Taxes,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",
146,1-65510 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
147,3-65510 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
148,4-65510 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
149,60004 Payroll Processing Fee,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
150,60005 Payroll Fee,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
151,60006 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
152,6004 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
153,6006 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
154,60060 Payroll Fees,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.05,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T13:56:23Z"",""closing_month"":""03-2026""},{""value"":0.15,""confidence"":0,""created_on"":""2026-05-20T14:57:55Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""10-2025"":300.47},{""11-2025"":140},{""12-2025"":140},{""01-2026"":140},{""02-2026"":140},{""03-2026"":140}],""avg_absdelta"":0.11,""coefficient_of_variation"":2}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
155,6008 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
156,6009 401K Processing Fee,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
157,6025 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
158,6030 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
159,6030 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
160,6031 401K Processing Fee,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
161,6032 Payroll Fees - HSA,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
162,6110 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
163,6200 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
164,6355 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
165,6403 Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
166,6407 ADP Payroll Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
167,6453 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
168,65108-000 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
169,6558 Payroll Processing Fee,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
170,6708 Payroll Processing Fees,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",pr_fees
172,1-61000 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
181,2-61000 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
182,3-61000 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
183,4-64600 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
184,40000 Membership Dues,revenue,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
185,40100-000 Membership Dues,revenue,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
186,40100-008 Community Subscription,revenue,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
187,50020 Software and Tools Subsc...,cogs,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
188,5003 Software & Apps - COGS,cogs,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
189,5004 SaaS Software,cogs,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
190,5004 Software & App COGS,cogs,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
191,5005 Software & App COGS,cogs,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
192,5040 Software COGS - Apps & Other,cogs,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
193,5200 Production Software,cogs,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
194,5210 Software & Subscriptions,cogs,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
195,6004 Office Supplies & Software,opex,variable,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
196,60101-000 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
197,6040 Dues & Membership,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
198,6041 Douglas Elliman Dues,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
199,6045 Other Dues & Memberships,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
200,60500 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
201,6052 Association Dues,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
202,6055 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
203,6063 Software Expenses,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
204,6100 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
205,6101 Computer Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
206,6101 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
207,6130 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
208,6151 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
209,6152 Software & Applications,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
210,6153 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
211,6155 Office Software,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
212,6155 Software & Apps,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
213,61550 Software & Apps,opex,fixed,"[{""company"":{""name"":""Summit Strategy""},""thresholds"":[{""value"":0.4696327651234009,""confidence"":0,""created_on"":""2026-05-16T11:38:56Z"",""closing_month"":""03-2026""},{""value"":0.31,""confidence"":0,""created_on"":""2026-05-20T13:56:23Z"",""closing_month"":""03-2026""},{""value"":0.31,""confidence"":0,""created_on"":""2026-05-20T14:57:55Z"",""closing_month"":""03-2026""}]}]",,0.15,"[{""company"":{""name"":""Summit Strategy""},""history"":[{""02-2026"":2949.16},{""03-2026"":3773.41},{""10-2025"":1481.31},{""11-2025"":1616.26},{""12-2025"":2578.11},{""01-2026"":3026.44}],""avg_absdelta"":0.23,""coefficient_of_variation"":0.86}]",,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0.2,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
214,6158 Software & Apps,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
215,6158 Software & apps,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
216,6200 Computer Software & Inter...,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
217,6200 Dues and Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
218,6201 Dues & Subscription,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
219,6203 Dues & Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
220,6204 Software Subscriptions,opex,fixed,,,0.15,,,,,2026-05-09 20:17:08.369087+00,2026-05-15 09:27:26.619068+00,FALSE,,"[{""k"":[{""stats"":{""flag_rate"":0,""created_on"":""2026-05-16T00:00:00Z""},""value"":2}],""company"":{""name"":""Summit Strategy""}}]",subscriptions
